Topik,Pertanyaan,Jawaban Dokter,URL
Bagaimana mengetahui tanda-tanda kandungan lemah di awal kehamilan?,"Halo, saya sedang hamil anak pertama dan sekarang usia kandungan saya sekitar 6 minggu. Belakangan ini saya sering merasa nyeri di bagian bawah perut seperti mau haid, kadang disertai flek kecokelatan, tapi tidak banyak. Saya jadi khawatir, karena teman saya pernah bilang itu bisa jadi tanda kandungan lemah. Saya juga masih aktif kerja dan kadang suka kelelahan. Apakah yang saya alami ini bisa jadi ciri-ciri kandungan lemah? Kalau iya, biasanya harus bagaimana ya cara menjaganya supaya tetap kuat?","Alo, selamat sore Kehamilan bukanlah hal yang mudah untuk dijalani, terlebih bila bumil mengalami kandungan lemah. Dalam istilah medis kandungan lemah disebut juga dengan inkompetensi serviks. Kondisi ini terjadi ketika leher rahim atau serviks membuka terlalu awal pada kehamilan sehingga beresiko mennyebabkan persalinan prematur atau keguguran. Penyebab kandungan lemah belum diketahui secara pasti, namun ada beberapa faktor yang meningkatkan resiko terjadunya hal ini diantaranya ialah memiliki riwayat persalinan prematur, pernah mengalami keguguran sebelumnya serta pernah menjalani operasi pada leher rahim. Salah satu gejala mengarah pada kandungan lemah ialah kelaurnya pendarahan di awal kehamilan yang bersiko mengalami keguguran. Mengingat anda mengalami flek sebaiknya temui dokter kandungan untuk melakukan pemeriksana lebih lanjut salah satunya dengan memberikan obat penguat kandungan. Secara mandiri yang bisa anda lakukan ialah : Bed rest Hindari melakukan aktivitas yang berat Konsumsi suplemen ibu hamil Tidak melakukan hubungan intim Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/bagaimana-mengetahui-tanda-tanda-kandungan-lemah-di-awal-kehamilan-
Apa saja yang bisa dilakukan jika mual saat hamil muda membuat sulit makan?,"Saya sedang hamil anak pertama, usia kehamilan saya baru 8 minggu. Tapi hampir setiap pagi saya merasa mual banget, bahkan kadang sampai susah makan dan minum. Saya kerja kantoran, jadi agak khawatir karena mual ini bikin saya jadi kurang fokus dan cepat capek. Saya udah coba makan dalam porsi kecil tapi sering, juga minum air jahe, tapi kadang tetap aja mualnya muncul. Kalau saya terlalu lapar atau kecium bau masakan, bisa langsung mual. Sebenarnya apa lagi ya yang bisa saya lakukan buat mengurangi mual ini? Apakah saya boleh konsumsi vitamin kehamilan pas lagi mual, atau justru bikin makin parah?","Alo, selamat sore Mual saat hamil disebut juga morning sickness kondisi ini terjadi akibat perubahan fisik dan kadar hormon dalam tubuh. Rasa mual biasanya terjadi pada awal masa kehamilan dan dapat menghilang dengan sendirinya di usia kehamilan diatas 14 minggu. Mual pada ibu hamil sebenarnya wajar terjadi dan tidak berbahaya selama ibu masih bisa mencukupi kebutuhan cairan dan nutrisi selama hamil. Mual saat hamil bisa ditangani secara mandiri dengan perubahan pola makan dan gaya hidup seperti : Cukupi waktu istirahat Konsumsi makanan dalam porsi sedikit tapi sering Menghindari makanan dan minyman dengan bau atau aroma yang menimbulkan mual Hindari pakaian yang ketat Konsumsi makanan atau minuman yang mengurangi mual seperti permen jahe dan air jahe hangat Kurangi atau hindari makanan berlemak Hindari aroma yang buat mual Konsumsi obat pereda mual seperti vitamin B6 yang dapat dikonsumsi 3 kali sehari Konsumsi suplemen kehamilan untuk mencukupi asupan nutrisi, jadi tetap dianjurkan konsumsi suplemen kehamilan Jika mual ini sangat menganggu ibu bisa konsultasi dengan dokter melalui chat via aplikasi alodokter untuk mendapatkan resep obat mual. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/apa-saja-yang-bisa-dilakukan-jika-mual-saat-hamil-muda
Apa saja makanan yang baik dikonsumsi saat hamil muda usia 1 bulan?,"saya baru tahu kalau saya hamil sekitar seminggu yang lalu, sekarang kira-kira usia kehamilan saya baru jalan 1 bulan. Ini kehamilan pertama saya, jadi masih bingung banget soal apa yang boleh dan nggak boleh dimakan. Kadang saya mual kalau cium bau-bauan tertentu, jadi nafsu makan juga naik turun. Saya pengin tahu makanan apa aja yang sebaiknya saya konsumsi di usia kehamilan muda ini, supaya janin saya bisa berkembang dengan baik, tapi juga aman buat saya. Saya juga sempat baca katanya ada makanan yang harus dihindari, itu termasuk apa aja ya?","Alo, selamat sore Makanan yang dianjurkan untuk ibu hamil tentunya ialah makanan yang bergizi dimana makanan bergizi ini dapat membantu menjaga kesehatan ibu dan perkembangan janin. Jadi tidak ada makanan spesifik ya yang penting bergizi seperti sayuran, bauh-buhan, protein seperti ayam, daging, ikan telur, seafood, susu, kacang-kacangan dan lainnya. Namun ada juga makanan bergizi yang dilarang dikonsumsi yaitu makanan mentah atau setengah masak jadi hindari makanan seperti ini. Tidak hanya jenis makanan saja yang perlu anda perhatikan jumlah kalori makanan juga perlu diperhatikan untuk di awal trimester jumlah kalori sama seperti anda sebelum hamil, serta sebaiknya hindari makanan tinggi gula, tinggil lemak jahat dan tinggi garam jangan lupa cukupi asupan air putih 2 liter sehari, istirahat yang cukup, konsumsi suplemen ibu hamil dan rutin periksa kehamilan ya agar kehamilan anda senatiasa terjaga dan berjalan lancar. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/apa-saja-makanan-yang-baik-dikonsumsi-saat-hamil-muda-usia
Apa yang terjadi pada tubuh di minggu pertama kehamilan?,"Saya dan suami sedang program hamil dan saya baru telat haid sekitar 5 hari. Saya coba test pack dan hasilnya samar, tapi saya ngerasa badan saya udah mulai beda, payudara nyeri, perut bagian bawah kayak kram ringan, dan cepat capek. Ini baru banget minggu pertama kalau memang hamil, ya. Saya jadi penasaran, sebenarnya dari minggu pertama tuh di dalam tubuh sudah terjadi apa aja, sih? Terus, apa semua gejala yang saya rasain ini wajar? Saya takut ini cuma efek hormonal biasa atau malah kehamilan ektopik. Kapan waktu terbaik buat periksa ke dokter supaya bisa tahu lebih pasti dan aman?","Alo, selamat siang Tanda kehamilan awal paling sering ialah terlambat menstruasi, nah setelah anda merasa terlambat menstruasi untuk memastikannya lebih tepat anda bisa melakukan pemeriksaan testpack dimana pemriksaan ini pemeriksaan awal dan sederhana yang bisa dilakukan. Hasil testpack yang akurat sebaiknya dilakukan saat terlambat menstruasi di hari ke 7 dimana pada saat ini kadar hormon hcg cukup tinggi sehingga bisa terdeteksi jelas saat pemeriksaan testpack melalui urin. Mengingat hasil pemeriksaan testpack samar ini kemungkinan anda hamil karena kadar hcg masih rendah jadi kurang terdeteksi coba tunggu 3 hari lagi cek ulang biasanya jika hamil sudah tampak dengan jelas garis dua. Nah untuk gejala hamil setiap ibu hamil bisa berbeda-beda jadi gejala hamil tidak bisa menjadi patokan pasti hamil, mala beberapa ibu hamil tidak mengetahui ia sedang hamil sebelum melakukan pemeriksaan karena sama sekali tidak mengalami gejala kecuali terlambat haid. Untuk gejala awal kehamilan biasanya terasa saat anda mengatahui diri anda hamil atau biasanya terasa di kehamilan 6 minggu keatas paling umum ialah mual muntah, jadi saat anda mengatahui anda telat haid dan hamil itu bukan usia kehamilan minggu pertama tapi sekitar 4 mingguan ya. Untuk gejala dan hasil testpack kemungkinan anda hamil, jadi cukup testpack ulang 3 hari lagi. Anda bisa segera ke dokter saat hasil testpack positif atau lebih baiknya agar dipermikksaan USG tampak jelas bisa temui dokter 2 minggu setelah hasil testpack anda positif. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/apa-yang-terjadi-pada-tubuh-di-minggu-pertama-kehamilan-
Bolehkah ibu hamil makan mie instan saat ngidam?,"Aku lagi hamil 5 bulan dan kadang suka banget ngidam mie instan, apalagi kalau malam-malam perut kerasa kosong atau mual. Suamiku khawatir karena katanya mie instan itu nggak sehat dan bisa berdampak buruk buat janin. Tapi kadang aku ngerasa mie instan tuh justru bikin aku nyaman dan bisa tidur nyenyak setelah makan. Kalau sesekali makan mie instan aja, itu masih aman nggak ya buat ibu hamil? Soalnya kadang bingung juga, mana yang boleh dimakan dan mana yang sebaiknya dihindari waktu hamil kayak gini.","Alo, selamat pagi Terima kasih atasu pertanyaanya. Mie instan merupakan salah satu makanan favorit banyak orang dari berbagai kalangan dan usia, selain rasanya yang gurih, proses pembuatannya pun terbilang cepat dan mudah. Mie instan memang bisa menjadi solusi cepat untuk ibu hamil yang sering lapar namun perlu diingat bahwa setiap makanan yang dikonsumsi ibu hamil dapat mempengaruhi kehamilan dan pertumbuhan janin. Pada umumnya mie instan ini aman dikonsumsi selama dalam batas wajar, cuma mie instan ini makanan kurang bergizi padahal ibu hamil dianjurkan konsumsi makanan bergizi untuk kesehatan dan tumbuh kembang janin. Namun jika ibu konsumsi sesekali umumnya masih aman namun jika dikonsumsi berlebihan beresiko menimbulkan efek samping seperti peningkatkan tekanan darah karena mie instan mengandung tinggi sodium atau garam, meningkatkan berat badan karena mie instan mengandung kalori yang tinggi serta bisa menyebabkan kekurangan nutrisi. Oleh karena itu cukup konsumsi mie instan sewajarnya saja ya bu, sesekali saja walau sebenarnya belum ada literatur pasti menjelaskan seberapa sering ibu hamil boleh konsumsi mie yang penting tidak terlalu sering serta jika konsumsi mie instan agar nilai gizinya bertambah ibu bisa tambahkan sayur, dan telur atau daging atauseafood dalm lainnya pastikan semuanya dimasak hingga matang dan bumbunya dibuat sendiri saja ibu atau jika ingin gunakan bumbu dari mie cukup berikan setengah saja. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/bolehkah-ibu-hamil-makan-mie-instan-saat-ngidam-
Bagaimana cara membedakan keputihan normal dan tidak normal di akhir kehamilan?,"Dok, mau tanya. Saya sekarang lagi hamil 37 minggu, dan belakangan ini sering banget keluar cairan dari vagina yang warnanya putih agak kental, kadang juga agak banyak sampai bikin celana dalam lembap. Tapi baunya nggak terlalu menyengat. Saya jadi bingung, ini termasuk keputihan normal karena hamil tua atau justru tanda-tanda infeksi? Saya juga jadi agak khawatir takutnya ini bisa berpengaruh ke persalinan nanti. Kondisi ini normal nggak ya? Perlu diperiksa lebih lanjut atau cukup dijaga kebersihannya aja?","Alo, terimakasih atas pertanyaannya. Cairan putih kental dengan volume agak banyak yang keluar dari vagina ibu hamil biasanya wajar disebabkan oleh fluktuasi hormon dalam tubuhnya yang mempengaruhi juga kerja sel-sel kelenjar di sekitar vagina. Meski begitu, keluhan seperti ini mungkin juga diperparah oleh faktor lainnya, misalnya iritasi atau infeksi di saluran reproduksi atau saluran kemih, rembesan cairan ketuban, stres, dan sebagainya. Kondisi seperti ini, jika tidak sampai disertai bau cairan yang tidak sedap, gatal di vagina, kram panggul atau perut bawah, dan keluhan lain yang mengganggu, besar kemungkinan tidaklah berbahaya. Anda bisa mencoba mengatasinya dulu dengan beberapa langkah mandiri, seperti: Bilas kemaluan dari sisi depan ke belakang setiap habis buang air (bukan sebaliknya), cukup bersihkan menggunakan air mengalir, tidak perlu ditambah sembarang sabun, pewangi, antiseptik, atau ramuan herba apapun Pilih pakaian dalam yang bahannya breathable , gantilah sering-sering Usahakan tidak mengenakan celana terlalu ketat dan berbahan panas/ kasar Rajin minum air putih dan makan buah serta sayur mayur Perbanyak istirahat dan tidak stres berlebihan Jauhi seks bebas Apabila ke depannya muncul tanda-tanda bahaya seperti yang kami singgung di atas, segeralah diperiksakan ke dokter agar ditangani lebih optimal ya.. Semoga membantu.",https://www.alodokter.com/komunitas/topic/bagaimana-cara-membedakan-keputihan-normal-dan-tidak-normal-di-akhir
Bagaimana cara aman mengatasi batuk kering saat hamil tanpa membahayakan janin?,"Dok, saya sedang hamil 6 bulan dan sejak beberapa hari terakhir mengalami batuk kering yang cukup mengganggu, terutama saat malam hari sampai sulit tidur. Tenggorokan terasa gatal dan kadang disertai rasa sesak ringan, tapi saya tidak demam atau pilek. Saya khawatir kalau kondisi ini bisa berdampak ke janin, apalagi saya belum berani minum obat apa pun karena takut membahayakan kehamilan. Sebenarnya, cara paling aman dan efektif untuk meredakan batuk pada ibu hamil itu seperti apa ya? Apakah ada cara alami yang bisa saya coba tanpa efek samping?","Alo, terimakasih atas pertanyaannya. Batuk kering, tenggorokan gatal, dan sesak ringan pada ibu yang sedang hamil 6 bulan biasanya menandakan saluran pernapasan yang meradang, bisa karena alergi, iritasi, infeksi, refluks asam lambung, atau faktor lainnya. Meski cukup mengganggu, asalkan tidak disertai demam, sesak yang berat, dahak atau ingus kekuningan/ kehijauan, mengi, dan keluhan lain yang berat, seringnya keluhan Anda tidaklah berbahaya. Karenanya, sebaiknya memang Anda tidak terburu minum obat. Beberapa upaya berikut bisa Anda lakukan agar lekas membaik: Lebih rajin minum air hangat, tambahkan juga madu, jahe, atau perasan lemon Makan lebih teratur, namun usahakan hindari makanan dingin, goreng-gorengan, dan makanan yang mengandung pemanis buatan Perbanyak istirahat di rumah Disiplin menjaga kebersihan diri, termasuk dengan rajin mandi air hangat, mencuci tangan, tidak bertukar peralatan makan minum dengan orang lain Gunakan air humidifer di tempat tinggal jika memungkinkan Hindari hal yang bisa membuat Anda alergi Jauhi rokok dan asapnya, debu, polusi Gunakan masker jika bepergian ke tempat umum Tidak membersihkan tenggorokan ( berdehem ) terlalu keras Namun, apabila keluhan tidak kunjung membaik atau muncul tanda-tanda bahaya sebagaimana yang kami sebut di atas, segeralah Anda periksakan diri ke dokter terdekat agar diberikan penanganan lebih optimal ya.. Semoga membantu.",https://www.alodokter.com/komunitas/topic/bagaimana-cara-aman-mengatasi-batuk-kering-saat-hamil-tanpa-membahayakan
Apakah nyeri perut bawah di usia hamil 39 minggu termasuk tanda mau melahirkan?,"Dok, Saya sedang hamil 39 minggu dan beberapa hari ini sering merasa nyeri di bagian perut bawah, terutama saat malam hari atau kalau habis jalan agak jauh. Rasanya seperti kram, kadang datang dan pergi, tapi belum terlalu teratur. Saya juga merasa perut makin sering kencang. Ini sudah termasuk tanda-tanda mau melahirkan belum ya, atau masih wajar terjadi di usia kehamilan segini? Saya jadi agak bingung membedakan mana kontraksi palsu dan yang asli. Harus waspada seperti apa ya kalau sakitnya makin sering?","Alo, selamat siang Meningat usia kehamilan anda sudah masuk mencukupi bulan tentu keluhan anda alami bisa curigai tanda persalinan dekat salah satunya kontrkasi. Nah keluhan anda alami curigai mengalami kontraksi. secara umum ibu hamil yang mengalami kontraksi akan merasakan perut mengencang dan keras seperti ibu alami saat ini. Tujuan kontraksi terutama kontraksi menjelang persalinan ialah untuk memperisapkan jalan lahir bagi keluarnya bayi. Kontraski yang ibu alami disebut dengan kontraksi braxton-hicks atau pengencanan perut yang datang dan pergi umumnya kontraksi ini berlangsung 30-120 detik tidak terjadi dengan beraturan dan dapat hilang ketika ibu berpindah posisi atau rileks. Jadi ibu bisa pantau dulu kondisi kontraksi ini. Ibu bisa segera ke rumah sakit atau ke klinik bersalin jika mengalami kontraksi terasa lebih kuat dan lebih sering serta menyakitkan karena hal ini tanda-tanda kontraksi asli jelang persalinan yang dimana akan terjadinya pembukaan jalan lahir. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/apakah-nyeri-perut-bawah-di-usia-hamil-39-minggu-termasuk
Bagaimana cara memastikan asupan gizi cukup saat hamil trimester dua?,"Siang, Dok. Saya sekarang hamil masuk trimester kedua, usia kandungan sekitar 17 minggu. Sejauh ini tidak ada keluhan berat, cuma saya jadi gampang lapar dan kadang bingung harus makan apa supaya janin saya tumbuh sehat. Saya juga khawatir apakah makanan yang saya konsumsi sudah mencukupi kebutuhan gizinya, terutama untuk perkembangan otak dan organ janin. Apakah ada panduan atau daftar kebutuhan gizi ibu hamil trimester dua yang sebaiknya saya perhatikan? Dan makanan seperti apa yang sebaiknya dikonsumsi setiap hari supaya gizinya cukup, tanpa harus konsumsi suplemen berlebihan?","Alo, selamat siang Ibu hamil perlu konsumsi makanan bergizi dimana hal ini dilakukan agar kebutuhan nutrisi saat hamil tercukupi dengan baik. Meski begitu ibu hamil tetap perlu untuk memperhatikan apa yang dikonsumsi pasalnya makan bergizi ada juga yang tidak boleh dikonsumsi seperti telur dan daging mentah serta produk olahan susu yang belum melawati proses pasteurisasi. Asupan nutrisi selama kehamilan, baik jenis maupun jumlah memang perlu diperharikan. Apalagi kebutuhan berbagai jenis asupan gizi bertambah seiring dengan usia kehamilan. Dimana saat memasuki trimester kedua dan ketiga asupan kalori yang diburuhkan dapat bertambah mencapai 340-450 kalori per hari. Ada beberapa jenis makanan bergizi yang bisa ibu konsumsi seperti brokoli, bayam, pisang, alpukat jeruk, ubi, kacang-kacangan, daging tanpa lemak, ikan salmon, produk olahan susu seperto yogurt dan keju, telur, buah kering, serta minum air putih yang cukup setidaknya 2 liter sehari. Jadi hampir semua boleh ibu makan, makanan yang bergizi ya asaljan yang saya sebutkan sebelmunya seperti yang mentah atau setengah masak. Sebaiknya ibu tetap penuhi asupan nutrisi dari makanan dan dari suplemen ibu hamil juga, karena dari makan curiganya tidak mencukupi. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/bagaimana-cara-memastikan-asupan-gizi-cukup-saat-hamil-trimester-dua-
Bagaimana cara memilih face wash yang aman untuk ibu hamil?,"Dok, Saya sekarang sedang hamil 4 bulan dan mulai mengalami masalah kulit wajah seperti kusam dan jerawatan, padahal sebelumnya kulit saya cukup normal. Biasanya saya pakai produk face wash tertentu, tapi saya jadi ragu karena takut kandungannya nggak aman untuk janin. Saya sudah coba baca-baca label, tapi jujur bingung sama istilah-istilah bahan kimianya. Kira-kira apa benar ada bahan tertentu yang harus dihindari? Dan face wash seperti apa yang aman dipakai oleh ibu hamil seperti saya?","Alo, selamat pagi Kehamilan memicu perubahan hormon secara signifikan yang dapat memberikan dampak pada kulit yang dapat memicu kulit kusam, kering, gelap dan jerawatan. Perubahan ini merupakan hal normal yang disebabkan oleh fluktasi hormon estrogen dan progesteron. Oleh karena itu ibu hamil tetap perlu merawat kulit ya, namun harus hati-hati dalam pemilihan produk kulit karena tidak semua kandungan produk kulit aman dan cocok pada ibu hamil. Salah satu produk yang tidak boleh terlewatkan dalam merawat kulit ialah facial wash, facial wash digunakan untuk membersihkan kulit dari minyak dan kotoran. Untuk kandungan facial wash yang perlu ibu hindari ialah retinoid, asam salisilat dengan dosis tinggi, benzoil peroksida, paraben, phthalates dan hydroquinon. Facial wash rekomendasi yang aman untuk ibu hamil ialah dengan formula lembut, bebas pewangi dan hypoallergenic. Pilih facial wajah dengan kandungan alami seperti lidah buaya, cahamomile atau teh hijau dan lainnya, pilih yang tanpa ada kandungan alkohol dan pilih juga produk dengan label aman untuk ibu hamil. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/bagaimana-cara-memilih-face-wash-yang-aman-untuk-ibu-hamil-
Apa saja tanda bahwa janin berkembang normal di usia kehamilan 11 minggu?,"Halo, Dokter. Saya sedang hamil anak pertama dan sekarang sudah masuk usia kehamilan 11 minggu. Saya penasaran dan sedikit khawatir karena belum terlalu merasakan perubahan fisik yang signifikan selain mual dan payudara yang masih sensitif. Perut saya juga belum tampak membesar. Apakah ini normal? Selain itu, saya ingin tahu sebenarnya perkembangan janin di usia 11 minggu itu seperti apa saja? Apakah ada tanda-tanda khusus yang perlu diperhatikan untuk memastikan bahwa janinnya berkembang dengan baik? Karena ini kehamilan pertama saya, jadi saya masih sering merasa cemas, terutama soal perkembangan si kecil di dalam perut.","Alo, selamat pagi Terima kasih atas pertanyaannya. Saya mengerti akan kekhawatiran anda, apalagi ini kehamilan pertama yang anda alami. Untuk kehamilan 11 minggu memang belum ada perubahan signifikan pada tubuh, perut bumil masih sama seperti sebelum hamil, umumnya perut ibu hamil baru mulai terlihat menonjol di usia kehamilan sekitar 16-20 minggu dan biasanya besar kecilnya perut bumil juga dipengaruhi banyak faktor jadi tidak bisa disamakan sama ibu hamil lainnya ya. Faktor yang mempengaruhi ialah usia kehamilan, proposi tubuh ibu, primigravida (kehamilan pertama) atau multigrivida (kehamilan kedua atau seterusnya), jumlah air ketuban hingga adanya kondisi kehamilan tertentu. Memasuki usia janin 11 minggu, bumil hampir menyelesaikan trimester pertama kehamilan dimana hal ini merupakan masa tranisis menuju trimester kedua yang dimana resiko keguguran mulai menurun dan tubuh ibu perlahan beradaptasi dengan kehamilan. Pada masa ini ibu perlu memperhatikan pola makan, istirahat dan pemeriksaan kehamilan rutin sesuai jadwal anjuran dokter hal ini penting dilakukan untuk mendukung tumbuh kembang janin. Perkembangan janin 11 minggu mengalami perubahan signifikan dimana organ vital mulai berfungsi, sistem saraf semakin matang dan cici khas wajah bayi mulai terlihat, ukuran dan berat janin semakin bertambah pesat yang dimana panjang janin sudah mencapai 4-6 cm dengan berat 8-15 gram serta janin juga sudah mulai mampu bergerak walau gerakan janin ini belum bisa ibu rasakan ya. Untuk lebih pastinya melihat perkembangan janin ibu bisa melakukan pemeriksaan USG ke dokter ya. Yang perlu ibu perhatikan jika ibu mengalami keluhan serius seperti perdarahan, nyeri perut hebat, muntah terus menerus mengalami pusing berat jika bumil mengalami hal berikut maka bumil perlu segera temui dokter kandungan secara langsung untuk mendapatkan penanganan lebih lanjut dengan tepat. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/apa-saja-tanda-bahwa-janin-berkembang-normal-di-usia-kehamilan
Bagaimana cara berhubungan intim yang nyaman dan aman di trimester ketiga kehamilan?,"Dok, saya sekarang sedang hamil masuk trimester ketiga, usia kandungan sekitar 32 minggu. Saya dan suami sempat ragu untuk berhubungan karena khawatir bisa membahayakan janin, apalagi perut saya makin besar dan kadang suka terasa kencang. Kami jadi bingung, sebenarnya posisi yang aman saat berhubungan di usia kehamilan segini itu seperti apa ya? Kami ingin tetap menjaga keintiman tapi tetap mengutamakan keselamatan janin. Apakah ada posisi tertentu yang disarankan dan mana yang sebaiknya dihindari?","Alo, selamat pagi Berhubungan intim saat trimester ketiga atau saat perut membesar membuat ketakuan bagi ibu karena takut membahayakan janin atau menyebabkan kelahiran prematur. Sebetulnya selama kandungan normal dan sehat berhubungan intim saat usia kehamilan seperti ini tetap aman dilakukan, namun meski begitu anda harus lebih memperhatikan posisi ketika ingin berhubungan intim saat hamil usia ini karena ketika perut semakin membesar, tentu anda dan pasangan harus lebih kreatif dalam memilih posisi yang aman, nyaman dan tidak menyebabkan perut tertekan. Ada beberapa posisi yang aman untuk berhubungan saat hamil terimester tiga yaitu : Wanita di atas Penetrasi dari belakang atau menyamping Posisi missionary Duduk Selain itu mintalah pasangan anda untuk tidak melakukan penetrasi terlalu cepat atau terlalu dalam, karena ini bisa menimbulkan rasa tidak nyaman pada ibu dan sebaiknya pastikan dulu kehamilan ibu sehat jadi aman untuk berhubungan. Jika terjadi pendarahan dari bagian vagina, atau ada masalah lain setelah berhubungan seksual segera temui dokter secara langsung ya untuk mendapatkan pemeriksaan dan penanganan lebih lanjut. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/bagaimana-cara-berhubungan-intim-yang-nyaman-dan-aman-di-trimester
Kapan waktu yang tepat mulai minum Obimin saat hamil?,"Dokter, Saya sekarang sedang hamil anak pertama dan usia kehamilan saya baru masuk trimester pertama. Beberapa teman menyarankan saya untuk mulai minum vitamin seperti Obimin agar kebutuhan nutrisi janin dan saya bisa tercukupi, apalagi karena saya suka mual dan susah makan akhir-akhir ini. Tapi saya masih ragu, soalnya belum sempat tanya ke bidan atau dokter kandungan langsung. Apakah memang aman dan perlu minum Obimin dari awal kehamilan? Apakah ada efek samping tertentu atau kondisi khusus yang harus diperhatikan sebelum mengonsumsinya?","Alo, selamat pagi Suplemen yang anda sebutkan merupakan suplemen yang mengandung beragam vitamin dan mineral seperti vitamin A,D,C,B1,B2,B12 serta niacinamide dan asam folat yang dimana suplemen ini memang di khususkan untuk ibu saat hamil untuk membantu menambah nutrisi ibu saat hamil serta meningkatkan kekebalan tubuh. Jadi ibu bisa konsumsi suplemen ini baik diawal kehamilan bahkan setelah melahirkan jadi aman dan tentu dianjurkan, jadi silahkan untuk ibu konsumsi ya. Konsumsi sesuai dengan aturan pakai pada kemasan ya bu. Ibu hamil mengalami mual atau disebut dengan morning sickness merupakan hal umum terjadi kondisi ini terjadi akibat hormon dan akan menghilang sendirinya saat memasuki trimester kedua. Namun mual hingga muntah yang menganggu bumil bisa temui dokter secara langsung untuk mendapatkan penanganan lebih lanjut. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/kapan-waktu-yang-tepat-mulai-minum-obimin-saat-hamil-
"""Masih amankah naik motor sendiri di usia kehamilan yang sudah tua? ""","Dokter, Saya sekarang sedang hamil anak pertama dan usia kandungan saya sudah masuk 37 minggu. Karena suami saya kerja sampai malam, kadang saya masih naik motor sendiri ke pasar atau ke rumah orang tua yang jaraknya sekitar 10–15 menit dari rumah. Saya biasanya jalan pelan-pelan dan hati-hati, tapi tetap saja saya khawatir karena perut sudah besar dan sering terasa berat kalau duduk terlalu lama. Apakah naik motor di usia kehamilan yang sudah tua seperti ini bisa membahayakan janin atau memperbesar risiko persalinan dini? Atau sebenarnya masih aman selama tidak terlalu jauh dan tidak terlalu sering?","Alo, terimakasih atas pertanyaannya. Asalkan kondisi Anda dan janin sehat, sejatinya bepergian dengan sepeda motor saat hamil tidak selalu berbahaya. Hanya saja, Anda perlu lebih berhati-hati dalam melakukannya, agar baik Anda maupun janin dalam kandungan Anda tidak mengalami cidera atau masalah kesehatan lainnya. Berikut beberapa tips yang bisa diperhatikan: Hanya berkendara ketika tubuh sedang benar-benar sehat, cuaca cerah, jalanan halus, tidak licin, tidak terlalu padat, dan lingkungan sekitar pun nyaman Hindari berkendara dengan sepeda motor untuk jarak jauh jika tidak ada alasan mendesak Pilih motor yang kondisinya prima, mudah dinyalakan, stangnya mudah dikontrol, joknya nyaman Saat berkendara, gunakan pakaian yang nyaman, kenakan helm berstandar SNI dengan cara yang benar Tidak berkendara dalam kondisi terburu-buru, lakukan dengan santai namun tetap fokus Perlu juga dipahami, bahwa ukuran janin yang sudah sangat besar di usia kandungan 37 minggu besar kemungkinan akan membuat ruang gerak dan kemampuan refleks Anda saat berkendara menjadi amat terbatas. Karenanya, kami jauh lebih menyarankan Anda untuk menggunakan jenis transportasi yang lebih nyaman, misalnya mobil atau angkutan umum, jika ingin bepergian. Untuk lebih jelasnya, silakan konsultasikan kembali hal ini dengan dokter Anda ya.. Semoga membantu.",https://www.alodokter.com/komunitas/topic/-masih-amankah-naik-motor-sendiri-di-usia-kehamilan-yang-sudah
"Keluar lendir bening saat hamil 38 minggu, apakah ini tanda pembukaan?","Dok, Saya saat ini sedang hamil 38 minggu dan tadi pagi saya melihat ada lendir bening keluar dari vagina, tidak disertai darah dan tidak berbau. Sejauh ini belum terasa kontraksi, tapi saya jadi bertanya-tanya apakah itu tanda kalau proses persalinan sudah mulai mendekat? Apakah lendir bening seperti itu termasuk tanda pembukaan atau cuma lendir biasa dari kehamilan? Saya jadi agak khawatir karena ini kehamilan pertama saya, jadi belum tahu persis seperti apa tanda-tanda mau melahirkan. Kira-kira, apakah kondisi seperti ini normal atau perlu segera ke fasilitas kesehatan?","Alo, selamat sore Mengingat kehamilan ibu sudah mendekati hari perikiraan lahir bisa jadi keluar lendir ini salah satu tanda persalinan sudah dekat ya bunda. Selama kehamilan leher rahim ditutupi oleh lendir yang kental namun ketika mendekati persalinan leher rahim akan membesar dan melunak yang bertujuan untuk memebntuk jalan untuk bayi keluar, dimana warna lendir ini beragam mulai dari bening, merah muda dan terkadang ada sedikit darah. Lendir yang merupakan ciri-ciri mau melahirkan ini bisa keluar secara perlahan-lahan sehingga terlihat seperti keputihan jadi hal ini merupakan suatu kondsii yang wajar jadi bumil tidak perlu khawatir. Bumil dapat khawatir jika lendir yang keluar berbau, berwarna hijau kekuningan, adanya keluhan gatal dan nyeri. Bumil bisa segera ke bidan atau ke dokter jika adanya tanda kontraksi yang sering menyakitkan hingga keluarnya air-air dari vagina yang menandakan ketuban pecah. Semoga dapat membantu",https://www.alodokter.com/komunitas/topic/keluar-lendir-bening-saat-hamil-38-minggu--apakah-ini-tanda
